"","sample","gene","evidence_n","beta_n","evidence","beta","focal_log2","all_log2","all_log2_right","all_log2_left","informative_snps","snps","tc","ploidy","cnA","cnB","cnA.int","cnB.int","gene_type","log2_cutoff_pass","chr","all_log2.corr","cn.call.corr","non_syn_snv","snv_in_su2c"
"1838","I490002","ERG_TMPRSS2",0,1,0.17,0.993,-0.069,-0.069,NA,NA,298,283,0.09,2.07,0.931812197309298,0.775447690088042,1,1,"target",FALSE,"21",-0.069,"wt",0,0
"1839","I490002","FAM183B",0,1,0.01,0.993,0.282,-0.116,-0.107,-0.121,51,42,0.09,2.07,0.575301478567431,0.429466347198488,1,0,"control",FALSE,"7",-0.116,"wt",0,0
"1840","I490002","FAM60A",0,1,0.01,0.993,0.093,-0.129,-0.12,-0.181,73,84,0.09,2.07,0.482021064507969,0.327319394382485,0,0,"control",FALSE,"12",-0.129,"wt",0,0
"1841","I490002","FANCA",0,1,1,0.891,-0.113,-0.105,-0.11,-0.099,99,91,0.09,2.07,1.75554487019071,-0.580983491183623,2,-1,"target",TRUE,"16",-0.781787396603271,"HemiDel",0,0
"1842","I490002","FANCC",0,1,1,0.854,0.292,0.236,0.169,0.253,55,60,0.09,2.07,5.42050229528154,1.45994017304259,5,1,"target",TRUE,"9",1.77934418616284,"Unb.Gain",0,0
"1843","I490002","FANCD2",0,0.992,0,0.994,-0.057,-0.036,0.032,-0.056,23,15,0.09,2.07,1.1759235830458,1.03666072871887,1,1,"target",FALSE,"3",-0.036,"wt",0,0
"1844","I490002","FANCE",0,0.996,0,0.996,0.088,-0.016,-0.058,-0.006,26,21,0.09,2.07,1.30906237729706,1.22485055233689,1,1,"target",FALSE,"6",-0.016,"wt",0,0
"1845","I490002","FANCF",0,1,0.01,0.993,0.383,-0.194,-0.161,-0.212,93,86,0.09,2.07,0.0156157899043736,-0.132010153993172,0,0,"target",TRUE,"11",-Inf,"Likely Loss",0,0
"1846","I490002","FANCG",0,0.999,0.01,0.988,0.111,-0.072,-0.078,-0.091,21,20,0.09,2.07,0.967075029475469,0.698064965854368,1,1,"target",FALSE,"9",-0.072,"wt",0,0
"1847","I490002","FBXW7",0,1,1,0.933,0.02,0.012,0.029,-0.005,124,123,0.09,2.07,2.26106079320718,0.714100930675589,2,1,"target",TRUE,"4",0.570406698998189,"Unb.Gain",0,0
"1848","I490002","FCER1A",0,1,0,0.993,-0.011,-0.142,-0.177,-0.145,43,40,0.09,2.07,0.391924100119922,0.236324114628349,0,0,"control",TRUE,"1",-1.68547200737794,"Likely Loss",0,0
"1849","I490002","FOXA1",0,1,0,0.997,0.243,-0.137,-0.179,-0.091,112,105,0.09,2.07,0.381921913188041,0.317134775049819,0,0,"target",FALSE,"14",-0.137,"wt",0,0
"1850","I490002","FOXP1",0,1,0,0.996,0.038,0.027,-0.078,0.255,115,100,0.09,2.07,1.65998496507976,1.56280646027004,2,2,"target",FALSE,"3",0.027,"wt",0,0
"1851","I490002","GNAS",0,1,0.04,0.992,0.073,-0.023,-0.053,-0.028,80,84,0.09,2.07,1.29996680573183,1.11595293095351,1,1,"target",FALSE,"20",-0.023,"wt",0,0
"1852","I490002","GRHPR",0,1,0.67,0.979,0.258,-0.015,-0.065,0.021,54,58,0.09,2.07,1.51114752889626,1.0337271782228,2,1,"control",TRUE,"9",0.344760833767351,"Imb_WTGrayZoneCN",0,0
"1853","I490002","HDAC8",NA,NA,NA,NA,NA,0.229,NA,NA,NA,NA,0.09,2.07,NA,NA,NA,NA,"control",TRUE,"X",1.75152591431214,"Likely Gain",0,0
"1854","I490002","HSD3B1",0,1,0.21,0.992,0.136,-0.106,-0.115,-0.122,113,120,0.09,2.07,0.666012140531666,0.491127785371382,1,0,"target",TRUE,"1",-0.800282701189724,"HemiDel",0,0
"1855","I490002","IDH1",0,NA,0,NA,0.151,0.151,0.488,0.334,0,NA,0.09,2.07,NA,NA,NA,NA,"target",FALSE,"2",0.151,"wt",0,0
"1856","I490002","IDH2",0,1,1,0.898,-0.011,-0.032,-0.028,-0.099,94,100,0.09,2.07,2.28320969835615,-0.00899167943299399,2,0,"target",TRUE,"15",0.184748525851142,"Imb_WTGrayZoneCN",1,0
"1857","I490002","IL1RL2",0,1,0,0.993,0.002,0.008,-0.073,0.105,35,36,0.09,2.07,1.53708931988079,1.37951615495808,2,1,"control",FALSE,"2",0.008,"wt",0,0
"1858","I490002","KDM6A",NA,NA,NA,NA,NA,0.129,NA,NA,NA,NA,0.09,2.07,NA,NA,NA,NA,"target",FALSE,"X",0.129,"wt",0,0
"1859","I490002","KMT2C",0,1,0.27,0.985,0.08,-0.006,-0.035,-0.037,71,67,0.09,2.07,1.51476640271312,1.1724793146311,2,1,"target",TRUE,"7",0.423482489537935,"Imb_WTGrayZoneCN",1,0
"1860","I490002","KMT2D",0,1,0.02,0.993,0.051,0.015,-0.046,0.007,58,62,0.09,2.07,1.5856874280668,1.43076054474653,2,1,"target",FALSE,"12",0.015,"wt",0,0
"1861","I490002","KRAS",0,1,0.4,0.986,-0.08,-0.131,-0.142,-0.114,88,82,0.09,2.07,0.541383871785862,0.242134491328291,1,0,"target",TRUE,"12",-1.35598218562927,"HemiDel",0,0
"1862","I490002","KRT85",0,1,0,0.997,-0.04,-0.099,-0.128,-0.092,113,118,0.09,2.07,0.660443833458774,0.598308591985902,1,1,"control",FALSE,"12",-0.099,"wt",0,0
"1863","I490002","L3MBTL1",0,NA,0,NA,-0.002,-0.03,-0.013,-0.063,0,NA,0.09,2.07,NA,NA,NA,NA,"control",FALSE,"20",-0.03,"wt",0,0
"1864","I490002","LRRC17",0,1,0.2,0.967,-0.049,-0.054,-0.142,-0.035,105,43,0.09,2.07,1.33802155321585,0.597768430143299,1,1,"control",TRUE,"7",-0.0493066398318666,"CNNL",0,0
"1865","I490002","MDM2",0,1,0,0.997,-0.012,-0.042,-0.045,-0.037,90,83,0.09,2.07,1.09397089019316,1.03077351184985,1,1,"target",FALSE,"12",-0.042,"wt",0,0
"1866","I490002","MDM4",0,1,1,0.918,0.127,0.087,0.052,0.094,51,56,0.09,2.07,3.10471320075651,1.11169583718639,3,1,"target",TRUE,"1",1.07294237835825,"Unb.Gain",0,0
"1867","I490002","MED12",NA,NA,NA,NA,NA,0.297,NA,NA,NA,NA,0.09,2.07,NA,NA,NA,NA,"target",TRUE,"X",2.00634799720602,"Likely Gain",0,0
"1868","I490002","MESDC2",0,1,1,0.912,-0.109,-0.228,-0.257,-0.217,95,104,0.09,2.07,0.580462592160233,-1.156452633346,1,-1,"control",TRUE,"15",-Inf,"HemiDel",0,0
"1869","I490002","MET",0,1,0,0.997,0.032,-0.03,-0.074,-0.042,98,106,0.09,2.07,1.18982698393205,1.1241441986393,1,1,"target",FALSE,"7",-0.03,"wt",0,0
"1870","I490002","MIS18A",0,1,0,0.995,0.068,-0.125,-0.082,-0.134,47,52,0.09,2.07,0.492654684517134,0.388169180007741,0,0,"control",FALSE,"21",-0.125,"wt",0,0
"1871","I490002","MLH1",0,1,0.02,0.994,0.11,-0.06,-0.025,-0.159,84,84,0.09,2.07,0.993313905743539,0.851692953064429,1,1,"target",FALSE,"3",-0.06,"wt",0,0
"1872","I490002","MSH2",0,1,0,0.999,-0.129,-0.089,0.05,-0.06,63,52,0.09,2.07,0.71548235504786,0.685753511092124,1,1,"target",FALSE,"2",-0.089,"wt",0,0
"1873","I490002","MSH2",0,1,0,0.999,-0.129,-0.091,0.05,-0.06,63,52,0.09,2.07,0.705911404771697,0.676208841777573,1,1,"target",TRUE,"2",-0.543900428192218,"Likely Loss",0,0
"1874","I490002","MSH6",0,1,0,0.998,0.074,-0.089,-0.031,-0.151,75,67,0.09,2.07,0.720909833066945,0.680326033073041,1,1,"target",FALSE,"2",-0.089,"wt",0,0
"1875","I490002","MSH6",0,1,0,0.998,0.074,-0.091,-0.031,-0.151,75,67,0.09,2.07,0.71133408477907,0.670786161770201,1,1,"target",TRUE,"2",-0.543900428192218,"Likely Loss",0,0
"1876","I490002","MTIF3",0,1,0.48,0.964,0.151,-0.028,-0.03,-0.039,107,64,0.09,2.07,1.5728238401981,0.767284336900632,2,1,"control",TRUE,"13",0.223851815745688,"Imb_WTGrayZoneCN",0,0
"1877","I490002","MYC",0,1,1,0.734,0.388,0.312,0.335,0.283,124,129,0.09,2.07,7.97482686577009,0.366904155454503,8,0,"target",TRUE,"8",2.05842215361165,"Unb.Gain",0,0
"1878","I490002","MYCN",0,1,0,0.994,-0.089,-0.089,-0.095,-0.067,47,48,0.09,2.07,0.770427233608822,0.634926165512079,1,1,"target",FALSE,"2",-0.089,"wt",0,0
"1879","I490002","NAPG",0,1,0,0.995,0.048,-0.07,-0.139,-0.075,100,103,0.09,2.07,0.897693786503219,0.798024543252695,1,1,"control",FALSE,"18",-0.07,"wt",0,0
"1880","I490002","NCOA2",0,0.997,1,0.725,0.384,0.3,0.256,0.184,26,29,0.09,2.07,7.93865159850965,0.162021951701087,8,0,"target",TRUE,"8",2.01687054565689,"Unb.Gain",0,0
"1881","I490002","NFE2L2",0,0.999,0,0.993,0.037,-0.09,-0.239,-0.087,39,41,0.09,2.07,0.763790305242003,0.621401322772407,1,1,"target",FALSE,"2",-0.09,"wt",0,0
"1882","I490002","NFXL1",0,NA,0,NA,-0.017,-0.059,-0.146,-0.036,0,NA,0.09,2.07,NA,NA,NA,NA,"control",FALSE,"4",-0.059,"wt",0,0
"1883","I490002","NIT2",0,1,0,0.995,0.049,-0.074,-0.02,-0.129,67,71,0.09,2.07,0.868945274206618,0.767044860103153,1,1,"control",FALSE,"3",-0.074,"wt",0,0
"1884","I490002","NKX3-1",0,1,1,0.894,0.103,-0.169,-0.239,-0.122,152,160,0.09,2.07,1.20878308833461,-0.968904819544799,1,-1,"target",TRUE,"8",-3.08721446822128,"HemiDel",0,0
"1885","I490002","NOTCH3",0,1,0.01,0.994,0.111,-0.022,-0.034,-0.036,55,52,0.09,2.07,1.28183257277977,1.15371095098136,1,1,"control",FALSE,"19",-0.022,"wt",1,0
"1886","I490002","OR3A3",0,1,1,0.833,-0.132,-0.105,-0.079,-0.141,81,83,0.09,2.07,2.36614241370769,-1.2043501325833,2,-1,"control",TRUE,"17",-0.781787396603271,"HemiDel",1,0
"1887","I490002","PALB2",0,0.999,0.92,0.932,0.249,0.02,-0.009,0.023,36,41,0.09,2.07,2.34294323634993,0.760850798733549,2,1,"target",TRUE,"16",0.631730973566086,"Unb.Gain",0,0
"1888","I490002","PIK3CA",0,1,0.04,0.993,-0.018,-0.076,-0.072,-0.179,77,77,0.09,2.07,0.87713062367723,0.7281921759894,1,1,"target",FALSE,"3",-0.076,"wt",0,0
"1889","I490002","PIK3CB",0,NA,0,NA,-0.005,-0.026,0.016,-0.041,8,NA,0.09,2.07,NA,NA,NA,NA,"target",FALSE,"3",-0.026,"wt",0,0
"1890","I490002","PIK3R1",0,1,0.54,0.986,0.124,-0.006,-0.04,-0.047,117,127,0.09,2.07,1.50157745227793,1.18590882280544,2,1,"target",TRUE,"5",0.423482489537935,"Imb_WTGrayZoneCN",0,0
"1891","I490002","PTAFR",0,0.994,0,0.996,0.199,-0.003,-0.089,0.008,26,21,0.09,2.07,1.42100414798317,1.31813737049277,1,1,"control",FALSE,"1",-0.003,"wt",0,0
"1892","I490002","PTEN",0,1,0.7,0.979,-0.151,-0.2,-0.297,-0.094,135,130,0.09,2.07,0.113823222944785,-0.303756266255467,0,0,"target",TRUE,"10",-Inf,"HemiDel",1,0
"1893","I490002","PTGER4",0,1,0,0.996,-0.029,-0.127,-0.116,-0.14,94,91,0.09,2.07,0.467700667401346,0.375566092856536,0,0,"control",FALSE,"5",-0.127,"wt",0,0
"1894","I490002","PXDNL",0,1,1,0.707,0.198,0.198,0.371,0.329,35,31,0.09,2.07,6.95265679865626,-0.778747944378785,7,-1,"control",TRUE,"8",1.62322057861342,"Unb.Gain",1,0
"1895","I490002","RAD51B",0,1,0.02,0.994,0.005,0.004,0.156,-0.067,86,87,0.09,2.07,1.48789529008234,1.3599796540615,1,1,"target",FALSE,"14",0.004,"wt",0,0
"1896","I490002","RAD51C",0,NA,0,NA,-0.088,-0.077,-0.254,-0.026,1,NA,0.09,2.07,NA,NA,NA,NA,"target",FALSE,"17",-0.077,"wt",0,0
"1897","I490002","RAD51C",0,NA,0,NA,-0.088,-0.125,-0.254,-0.026,1,NA,0.09,2.07,NA,NA,NA,NA,"target",FALSE,"17",-0.125,"wt",0,0
"1898","I490002","RB1",0,1,0.11,0.99,-0.091,-0.142,-0.169,-0.112,50,49,0.09,2.07,0.422619064744809,0.204623007489409,0,0,"target",TRUE,"13",-1.68547200737794,"Likely Loss",0,0
"1899","I490002","RNF125",0,1,0,0.996,-0.14,-0.163,-0.119,-0.198,64,65,0.09,2.07,0.204057546896,0.116964528580452,0,0,"control",TRUE,"18",-2.64118795117368,"Likely Loss",0,0
"1900","I490002","RNF43",0,1,0.04,0.98,0.292,-0.077,-0.122,0.039,36,28,0.09,2.07,1.01737594401043,0.577418140806895,1,1,"target",FALSE,"17",-0.077,"wt",0,0
"1901","I490002","RNF43",0,1,0.04,0.98,0.292,-0.125,-0.122,0.039,36,28,0.09,2.07,0.649282693961215,0.223877228093706,1,0,"target",FALSE,"17",-0.125,"wt",0,0
"1902","I490002","RSF1",0,0.999,0,0.978,0.17,0,-0.106,-0.041,18,14,0.09,2.07,1.64630046956175,1.13459490641486,2,1,"control",FALSE,"11",0,"wt",0,0
"1903","I490002","RUNX1",0,1,0.92,0.973,NA,-0.024,NA,NA,113,124,0.09,2.07,1.50629397193831,0.894075650654458,2,1,"target",TRUE,"21",0.262027462366766,"Imb_WTGrayZoneCN",0,0
"1904","I490002","RYBP",0,1,0.01,0.993,0.035,-0.03,0.032,-0.048,68,68,0.09,2.07,1.22743322669281,1.07650201892421,1,1,"target",FALSE,"3",-0.03,"wt",0,0
"1905","I490002","SMARCA1",NA,NA,NA,NA,NA,0.259,NA,NA,NA,NA,0.09,2.07,NA,NA,NA,NA,"target",TRUE,"X",1.86803557500162,"Likely Gain",0,0
"1906","I490002","SPDYA",0,1,0,0.997,-0.042,0.024,0,0.05,76,71,0.09,2.07,1.62271669915139,1.54296289518614,2,2,"control",FALSE,"2",0.024,"wt",0,0
"1907","I490002","SPOP",0,0.999,0.01,0.992,-0.02,-0.071,-0.069,-0.078,51,52,0.09,2.07,0.929067215659016,0.750173145473394,1,1,"target",FALSE,"17",-0.071,"wt",0,0
"1908","I490002","TEX11",NA,NA,NA,NA,NA,0.077,NA,NA,NA,NA,0.09,2.07,NA,NA,NA,NA,"control",FALSE,"X",0.077,"wt",0,0
"1909","I490002","TK2",0,1,1,0.906,0.048,-0.167,-0.094,-0.242,57,53,0.09,2.07,1.09352944100157,-0.831320309123269,1,-1,"control",TRUE,"16",-2.92295124202156,"HemiDel",0,0
"1910","I490002","TOP3B",0,1,1,0.857,-0.016,-0.103,-0.156,0.019,63,72,0.09,2.07,2.1301461533424,-0.936027855561133,2,-1,"control",TRUE,"22",-0.745455981896361,"HemiDel",0,0
"1911","I490002","TP53",0,1,1,0.875,-0.025,-0.112,-0.158,-0.063,81,67,0.09,2.07,1.86711504809076,-0.795933496833312,2,-1,"target",TRUE,"17",-0.916235707255844,"HemiDel",0,0
"1912","I490002","UGT2B17",0,0.996,0,0.981,-0.282,-0.201,-0.093,-0.346,12,11,0.09,2.07,0.0861726894205515,-0.298512319312913,0,0,"other",FALSE,"4",-0.201,"wt",0,0
"1913","I490002","VNN3",0,1,0.17,0.991,0.296,-0.065,-0.13,0.002,92,99,0.09,2.07,0.982616214308118,0.780603216314059,1,1,"control",FALSE,"6",-0.065,"wt",0,0
"1914","I490002","ZBTB16",0,1,0,0.999,0.101,0.051,0.043,-0.141,77,77,0.09,2.07,1.81909502840455,1.79767443864437,2,2,"target",FALSE,"11",0.051,"wt",0,0
"1915","I490002","ZBTB9",0,1,0,0.983,0.154,-0.074,-0.053,-0.125,40,33,0.09,2.07,1.00215968348399,0.623895418988047,1,1,"other",FALSE,"6",-0.074,"wt",0,0
"1916","I490002","ZFHX3",0,1,1,0.901,-0.047,-0.118,-0.182,-0.233,95,91,0.09,2.07,1.53648001163299,-0.558247895854704,2,-1,"target",TRUE,"16",-1.04178232190253,"HemiDel",0,0
"1917","I490003","ADAM2",0,1,1,0.743,0.21,0.224,0.277,0.108,68,70,0.63,2.08,1.83544418736635,0.846186561163992,2,1,"control",TRUE,"8",0.423063465484024,"Imb_WTGrayZoneCN",0,0
"1918","I490003","AKT1",0,1,0.21,0.992,0.248,-0.001,-0.03,0.029,126,133,0.63,2.08,1.07519058234182,1.04957636930003,1,1,"target",TRUE,"14",0.0872567309222232,"CNNL",0,0
"1919","I490003","AKT2",0,NA,0,NA,0.189,-0.01,-0.104,-0.153,6,NA,0.63,2.08,NA,NA,NA,NA,"target",FALSE,"19",-0.01,"wt",0,0
"1920","I490003","AKT3",0,1,1,0.78,0.356,0.329,0.293,0.375,65,61,0.63,2.08,1.94327030535767,1.03106304101944,2,1,"target",TRUE,"1",0.571754735222683,"Unb.Gain",0,0
"1921","I490003","APBB1IP",0,1,0.85,0.973,-0.015,-0.039,-0.01,-0.042,115,127,0.63,2.08,1.0635606767632,0.977002818743825,1,1,"control",TRUE,"10",0.0278113455098922,"CNNL",0,0
"1922","I490003","APC",0,0.998,0.19,0.986,-0.139,-0.185,-0.182,-0.22,43,46,0.63,2.08,0.885598918259492,0.845648747361545,1,1,"target",TRUE,"5",-0.209532340924552,"NoImb_WTGrayZoneCN",0,0
"1923","I490003","AQP8",0,1,1,0.753,0.338,0.27,0.307,0.209,78,31,0.63,2.08,1.89588778362158,0.911188290905679,2,1,"control",TRUE,"16",0.488760049619539,"Imb_WTGrayZoneCN",0,0
"1924","I490003","AR",NA,NA,NA,NA,NA,2.08,NA,NA,NA,NA,0.63,2.08,NA,NA,NA,NA,"target",TRUE,"X",2.67635161415537,"Bal.Gain",0,0
"1925","I490003","ARID1A",0,0.999,0,0.999,0.208,0.011,-0.081,-0.08,22,21,0.63,2.08,1.07760655561396,1.07543627690765,1,1,"target",FALSE,"1",0.011,"wt",2,0
"1926","I490003","ASXL1",0,1,0,0.996,0.115,-0.062,-0.087,-0.08,125,139,0.63,2.08,0.999931320538854,0.988629333733385,1,1,"target",FALSE,"20",-0.062,"wt",0,0
"1927","I490003","ATG14",0,NA,0,NA,0.072,-0.094,-0.122,-0.026,2,NA,0.63,2.08,NA,NA,NA,NA,"control",FALSE,"14",-0.094,"wt",0,0
"1928","I490003","ATM",0,1,0.01,0.994,-0.056,-0.088,-0.107,-0.133,187,190,0.63,2.08,0.974992802549877,0.957500097410534,1,1,"target",FALSE,"11",-0.088,"wt",0,0
"1929","I490003","ATR",0,1,0,0.999,-0.039,-0.077,-0.106,-0.08,117,87,0.63,2.08,0.979708951767225,0.97615207504605,1,1,"target",FALSE,"3",-0.077,"wt",2,0
"1930","I490003","ATXN7",0,1,0.02,0.994,0.089,-0.045,-0.072,-0.128,92,90,0.63,2.08,1.02281440774346,1.00394249041076,1,1,"control",FALSE,"3",-0.045,"wt",0,0
"1931","I490003","AURKA",0,1,0.05,0.993,0.039,-0.108,-0.179,-0.109,82,84,0.63,2.08,0.956103974914456,0.934331386592693,1,1,"target",FALSE,"20",-0.108,"wt",0,0
"1932","I490003","BRAF",0,1,0.04,0.994,0.026,-0.036,-0.019,-0.066,117,70,0.63,2.08,1.03380542820195,1.01381793287929,1,1,"target",FALSE,"7",-0.036,"wt",2,0
"1933","I490003","BRCA1",0,NA,0,NA,-0.257,-0.258,-0.239,-0.097,3,NA,0.63,2.08,NA,NA,NA,NA,"target",TRUE,"17",-0.334300420223383,"NoImb_WTGrayZoneCN",0,0
"1934","I490003","BRCA2",0,1,1,0.814,-0.302,-0.336,-0.338,-0.33,172,178,0.63,2.08,0.963283404421418,0.477926123450504,1,0,"target",TRUE,"13",-0.472900413393926,"Imb_WTGrayZoneCN",0,0
"1935","I490003","C9orf47",0,1,1,0.599,0.743,0.462,0.317,0.481,139,144,0.63,2.08,2.59933987895547,0.774378010930513,3,1,"control",TRUE,"9",0.754104347419769,"Unb.Gain",0,0
"1936","I490003","CACNG5",0,1,0,0.998,-0.043,-0.061,-0.073,-0.023,99,100,0.63,2.08,0.998960422423618,0.991544416195499,1,1,"control",FALSE,"17",-0.061,"wt",0,0
"1937","I490003","CCND1",0,1,0,0.996,0.172,0.021,-0.017,0.024,58,62,0.63,2.08,1.09540870910416,1.0805573017204,1,1,"target",FALSE,"11",0.021,"wt",0,0
"1938","I490003","CDK12",0,NA,0,NA,-0.289,-0.278,-0.294,-0.227,4,NA,0.63,2.08,NA,NA,NA,NA,"target",TRUE,"17",-0.369290143885979,"NoImb_WTGrayZoneCN",0,0
"1939","I490003","CDK4",0,1,0,0.997,0.367,-0.089,-0.032,-0.161,56,50,0.63,2.08,0.969964333264076,0.961002406583964,1,1,"target",FALSE,"12",-0.089,"wt",0,0
"1940","I490003","CDK6",0,0.998,0.06,0.989,-0.003,-0.074,-0.117,-0.119,37,31,0.63,2.08,0.998620851555277,0.965222969611513,1,1,"target",FALSE,"7",-0.074,"wt",0,0
"1941","I490003","CDKN1B",0,1,0,0.996,0.249,-0.076,-0.113,-0.043,102,97,0.63,2.08,0.98539227295848,0.972764390667674,1,1,"target",FALSE,"12",-0.076,"wt",0,0
"1942","I490003","CDKN2A",0,1,1,0.87,0.396,0.143,0.136,0.127,109,96,0.63,2.08,1.47243332270168,0.999260387151744,1,1,"target",TRUE,"9",0.305098348897918,"Imb_WTGrayZoneCN",0,0
"1943","I490003","CHD1",0,1,0,0.993,-0.099,-0.193,-0.243,-0.148,94,98,0.63,2.08,0.866489417758931,0.846940932826174,1,1,"target",TRUE,"5",-0.222990581149659,"NoImb_WTGrayZoneCN",0,0
"1944","I490003","CLU",0,1,1,0.558,-0.28,-0.526,-0.624,-0.514,131,133,0.63,2.08,1.06612391989443,0.0532703556346613,1,0,"target",TRUE,"8",-0.838724801858117,"HemiDel",0,0
"1945","I490003","CST7",0,1,0.02,0.995,0.052,-0.071,0,-0.095,132,102,0.63,2.08,0.992566465355166,0.977825209612799,1,1,"control",FALSE,"20",-0.071,"wt",0,0
"1946","I490003","CSTF2T",0,1,1,0.827,-0.04,-0.435,-0.429,-0.467,45,38,0.63,2.08,0.846052832928548,0.422637716621852,1,0,"control",TRUE,"10",-0.657945582431095,"HemiDel",0,0
"1947","I490003","CTNNB1",0,1,0.01,0.99,0.037,-0.07,-0.157,-0.082,39,45,0.63,2.08,1.00148370376911,0.969753707230121,1,1,"target",FALSE,"3",-0.07,"wt",4,0
"1948","I490003","CUL1",0,1,0,0.997,0.064,-0.023,-0.094,-0.073,101,102,0.63,2.08,1.04294531655476,1.03274770041931,1,1,"target",FALSE,"7",-0.023,"wt",6,0
"1949","I490003","CYLD",0,1,1,0.774,0.378,0.229,0.2,0.224,53,49,0.63,2.08,1.78594624349116,0.911199875143794,2,1,"target",TRUE,"16",0.430248182312515,"Imb_WTGrayZoneCN",0,0
"1950","I490003","DRD1",0,1,0.41,0.987,0.176,-0.109,-0.13,-0.094,58,64,0.63,2.08,0.964158223790534,0.924020213150814,1,1,"control",TRUE,"5",-0.0841124598736726,"CNNL",0,0
"1951","I490003","ENPEP",0,1,0,0.997,-0.14,-0.156,-0.004,-0.243,46,44,0.63,2.08,0.900052080630896,0.890303399580156,1,1,"control",TRUE,"4",-0.161165498996549,"NoImb_WTGrayZoneCN",0,0
"1952","I490003","EPN1",0,1,0.01,0.994,0.121,0.058,-0.026,0.049,80,73,0.63,2.08,1.14190310874208,1.1217564441683,1,1,"control",FALSE,"19",0.058,"wt",0,0
"1953","I490003","ERCC1",0,0.999,0,0.996,0.147,0.073,0.108,0.061,41,42,0.63,2.08,1.15764922358347,1.14228039374723,1,1,"target",FALSE,"19",0.073,"wt",0,0
"1954","I490003","ERCC1",0,0.999,0,0.996,0.147,-0.026,0.108,0.061,41,42,0.63,2.08,1.04219360255307,1.0278416597157,1,1,"target",FALSE,"19",-0.026,"wt",0,0
"1955","I490003","ERCC2",0,1,0,0.997,0.118,0.073,-0.003,0.12,62,61,0.63,2.08,1.15591645531126,1.14401316201944,1,1,"target",FALSE,"19",0.073,"wt",0,0
"1956","I490003","ERCC2",0,1,0,0.997,0.118,-0.026,-0.003,0.12,62,61,0.63,2.08,1.04057548383758,1.02945977843119,1,1,"target",FALSE,"19",-0.026,"wt",0,0
"1957","I490003","ERCC3",0,1,1,0.58,-0.315,-0.492,-0.486,-0.518,49,43,0.63,2.08,1.08012839888288,0.0941136982746108,1,0,"target",TRUE,"2",-0.769854565543174,"HemiDel",0,0
"1958","I490003","ERCC4",0,1,1,0.775,0.423,0.321,0.34,0.368,62,57,0.63,2.08,1.93904596359728,1.01220237867098,2,1,"target",TRUE,"16",0.560581384585223,"Unb.Gain",0,0
"1959","I490003","ERCC5",0,1,1,0.807,-0.169,-0.312,-0.335,-0.35,160,152,0.63,2.08,0.999335166813977,0.486826517097322,1,0,"target",TRUE,"13",-0.429628786642472,"Imb_WTGrayZoneCN",0,0
"1960","I490003","ERG_TMPRSS2",0,1,0.04,0.995,-0.052,-0.052,NA,NA,301,283,0.63,2.08,1.01312953827213,0.998203115866022,1,1,"target",FALSE,"21",-0.052,"wt",0,0
"1961","I490003","FAM183B",0,1,0.14,0.991,0.31,-0.132,-0.143,-0.09,54,42,0.63,2.08,0.93340673647251,0.905959034746742,1,1,"control",FALSE,"7",-0.132,"wt",0,0
"1962","I490003","FAM60A",0,1,0,0.994,0.026,-0.122,-0.122,-0.158,74,84,0.63,2.08,0.938807339188394,0.920989509230202,1,1,"control",FALSE,"12",-0.122,"wt",0,0
"1963","I490003","FANCA",0,1,1,0.529,-0.444,-0.446,-0.498,-0.461,98,91,0.63,2.08,1.19467267852818,0.0543014215756226,1,0,"target",TRUE,"16",-0.679214309553879,"HemiDel",0,0
"1964","I490003","FANCC",0,1,1,0.625,0.68,0.621,0.601,0.624,57,60,0.63,2.08,2.90538340094899,0.999448244674969,3,1,"target",TRUE,"9",0.964599262663334,"Unb.Gain",0,0
"1965","I490003","FANCD2",0,0.992,0,0.996,-0.031,-0.05,-0.018,-0.075,23,15,0.63,2.08,1.01414675187411,1.0007382318153,1,1,"target",FALSE,"3",-0.05,"wt",0,0
"1966","I490003","FANCE",0,0.995,0,0.997,0.15,-0.023,-0.027,-0.026,27,21,0.63,2.08,1.04224913089935,1.0326854812967,1,1,"target",FALSE,"6",-0.023,"wt",0,0
"1967","I490003","FANCF",0,1,0.01,0.995,0.376,-0.17,-0.16,-0.177,96,86,0.63,2.08,0.887791569408639,0.872794159307014,1,1,"target",TRUE,"11",-0.18443396946948,"NoImb_WTGrayZoneCN",0,0
"1968","I490003","FANCG",0,0.999,0.78,0.956,0.198,0.016,0.053,-0.048,21,20,0.63,2.08,1.15583616694215,1.01006228314125,1,1,"target",TRUE,"9",0.113569620993863,"Imb_WTGrayZoneCN",0,0
"1969","I490003","FBXW7",0,1,1,0.762,0.279,0.268,0.286,0.247,127,123,0.63,2.08,1.87355907818015,0.928057290696672,2,1,"target",TRUE,"4",0.485922159810442,"Imb_WTGrayZoneCN",0,0
"1970","I490003","FCER1A",0,1,0.01,0.996,0.066,-0.144,-0.189,-0.141,46,40,0.63,2.08,0.913596120504327,0.900813465450672,1,1,"control",TRUE,"1",-0.141338872931063,"NoImb_WTGrayZoneCN",0,0
"1971","I490003","FOXA1",0,1,0,0.996,0.21,-0.137,-0.158,-0.116,114,105,0.63,2.08,0.9206200869954,0.908748062421961,1,1,"target",FALSE,"14",-0.137,"wt",0,0
