"","sample","gene","evidence_n","beta_n","evidence","beta","focal_log2","all_log2","all_log2_right","all_log2_left","informative_snps","snps","tc","ploidy","cnA","cnB","cnA.int","cnB.int","gene_type","log2_cutoff_pass","chr","all_log2.corr","cn.call.corr","non_syn_snv","snv_in_su2c"
"1","Capture_1_1","AKT1",0,1,0,1,0.171,0.055,0.053,0.038,149,148,0.91,2.04,1.06624235556314,1.06624235556314,1,1,"target",FALSE,"14",0.055,"wt",0,0
"2","Capture_1_1","APC",0,1,0,1,-0.06,-0.055,0.013,-0.108,60,61,0.91,2.04,0.980216723076921,0.980205152614377,1,1,"target",FALSE,"5",-0.055,"wt",0,0
"3","Capture_1_1","AR",NA,NA,NA,NA,NA,3.425,NA,NA,NA,NA,0.91,2.04,NA,NA,NA,NA,"target",TRUE,"X",3.57772981915987,"Bal.Gain",10,0
"4","Capture_1_1","ARID1A",0,1,0,1,0.108,0.107,0.016,-0.091,23,22,0.91,2.04,1.10863694895916,1.10800154902053,1,1,"target",FALSE,"1",0.107,"wt",0,0
"5","Capture_1_1","ASXL1",0,1,0,1,0.081,0.047,0.033,0.03,156,153,0.91,2.04,1.05962434207032,1.05962434207032,1,1,"target",FALSE,"20",0.047,"wt",0,0
"6","Capture_1_1","ATG14",0,NA,0,NA,0.071,-0.001,-0.066,0.03,4,NA,0.91,2.04,NA,NA,NA,NA,"control",FALSE,"14",-0.001,"wt",0,0
"7","Capture_1_1","ATM",0,1,0,1,-0.064,-0.055,-0.054,-0.016,238,234,0.91,2.04,0.980274709205895,0.980274709205895,1,1,"target",FALSE,"11",-0.055,"wt",0,0
"8","Capture_1_1","ATR",0,1,0,1,-0.019,-0.051,-0.095,-0.048,144,142,0.91,2.04,0.983131231176581,0.983131231176581,1,1,"target",FALSE,"3",-0.051,"wt",0,0
"9","Capture_1_1","ATXN7",0,1,0,1,0.021,-0.062,-0.081,-0.107,101,99,0.91,2.04,0.975065905002726,0.975065905002726,1,1,"control",FALSE,"3",-0.062,"wt",0,0
"10","Capture_1_1","AURKA",0,1,0,1,-0.005,-0.093,-0.022,-0.128,110,101,0.91,2.04,0.952333044382885,0.952333044382885,1,1,"target",FALSE,"20",-0.093,"wt",0,0
"11","Capture_1_1","BRAF",0,1,0,1,0.056,0.018,0.024,-0.015,138,137,0.91,2.04,1.03625021462538,1.03625021462538,1,1,"target",FALSE,"7",0.018,"wt",0,0
"12","Capture_1_1","BRCA1",0,NA,0,NA,-0.137,-0.01,-0.027,-0.01,3,NA,0.91,2.04,NA,NA,NA,NA,"target",FALSE,"17",-0.01,"wt",3,0
"13","Capture_1_1","BRCA2",0,1,0,1,-0.124,-0.071,-0.045,-0.082,212,211,0.91,2.04,0.968149593551564,0.968149593551564,1,1,"target",FALSE,"13",-0.071,"wt",0,0
"14","Capture_1_1","BRIP1",0,0.997,0,0.988,-0.105,-0.135,-0.326,-0.256,10,10,0.91,2.04,0.934908528135987,0.910083288601992,1,1,"target",TRUE,"17",-0.117396538988932,"NoImb_WTGrayZoneCN",0,0
"15","Capture_1_1","C9orf47",0,1,1,0.524,0.852,0.728,0.935,0.739,182,183,0.91,2.04,2.64214607949069,0.87414038541806,3,1,"control",TRUE,"9",0.813653813326537,"Unb.Gain",0,0
"16","Capture_1_1","CCND1",0,1,0,1,0.166,-0.004,-0.018,-0.001,75,72,0.91,2.04,1.01911149437555,1.01865605054793,1,1,"target",FALSE,"11",-0.004,"wt",0,0
"17","Capture_1_1","CDK12",0,NA,0,NA,0.013,0.018,0.031,0.012,10,NA,0.91,2.04,NA,NA,NA,NA,"target",FALSE,"17",0.018,"wt",0,0
"18","Capture_1_1","CDK4",0,1,0,1,0.296,-0.052,-0.037,-0.059,83,84,0.91,2.04,0.982897631916337,0.982897631916337,1,1,"target",FALSE,"12",-0.052,"wt",0,0
"19","Capture_1_1","CDK6",0,1,0,1,-0.092,-0.126,-0.168,-0.147,50,50,0.91,2.04,0.928570340965703,0.928515544998106,1,1,"target",FALSE,"7",-0.126,"wt",0,0
"20","Capture_1_1","CDKN1B",0,1,0,1,-0.038,0.021,0.013,0.057,121,115,0.91,2.04,1.0390485879276,1.0390485879276,1,1,"target",FALSE,"12",0.021,"wt",0,0
"21","Capture_1_1","CDKN2A",0,1,0,1,0.018,-0.037,-0.051,-0.037,143,137,0.91,2.04,0.993827812368504,0.993827812368504,1,1,"target",FALSE,"9",-0.037,"wt",0,0
"22","Capture_1_1","CHD1",0,1,0,1,-0.047,-0.138,-0.142,-0.194,106,105,0.91,2.04,0.920021500666052,0.920021500666052,1,1,"target",FALSE,"5",-0.138,"wt",0,0
"23","Capture_1_1","CHEK2",0,NA,0,NA,-0.747,-0.824,-0.84,-0.773,0,NA,0.91,2.04,NA,NA,NA,NA,"target",TRUE,"22",-0.90440247013224,"Uncertain HomoDel",0,0
"24","Capture_1_1","CST7",0,1,0,1,0.032,-0.03,0.074,-0.085,155,153,0.91,2.04,0.999103013260588,0.999103013260588,1,1,"control",FALSE,"20",-0.03,"wt",0,0
"25","Capture_1_1","CTNNB1",0,1,0,1,0.017,-0.084,-0.092,-0.112,85,85,0.91,2.04,0.958863160040317,0.958863160040317,1,1,"target",TRUE,"3",-0.0610305520753721,"NoImb_WTGrayZoneCN",0,0
"26","Capture_1_1","CYLD",0,1,1,0.699,0.468,0.429,0.381,0.48,57,55,0.91,2.04,1.86551448911234,0.955990581615116,2,1,"target",TRUE,"16",0.495836907292881,"Imb_WTGrayZoneCN",0,0
"27","Capture_1_1","DRD1",0,1,0,1,-0.043,-0.065,-0.065,-0.094,66,65,0.91,2.04,0.972893646093136,0.972893646093136,1,1,"control",FALSE,"5",-0.065,"wt",0,0
"28","Capture_1_1","ENPEP",0,1,0,1,-0.119,-0.112,-0.096,-0.112,60,54,0.91,2.04,0.938374949046894,0.93834019681248,1,1,"control",FALSE,"4",-0.112,"wt",0,0
"29","Capture_1_1","ERCC2",0,1,0,1,0.201,0.096,0.055,0.109,72,70,0.91,2.04,1.09969814691253,1.09929297049946,1,1,"target",FALSE,"19",0.096,"wt",0,0
"30","Capture_1_1","ERCC3",0,1,1,0.215,-0.843,-0.867,-0.86,-0.88,0,57,0.91,2.04,0.997973419592387,0.0334809094128846,1,0,"target",TRUE,"2",-0.955505157260107,"HemiDel",3,0
"31","Capture_1_1","ERG_TMPRSS2",0,1,0,1,-0.024,-0.024,NA,NA,358,340,0.91,2.04,1.00366451901765,1.00366451901765,1,1,"target",FALSE,"21",-0.024,"wt",0,0
"32","Capture_1_1","FAM183B",0,1,0,1,0.289,-0.109,-0.108,-0.108,65,64,0.91,2.04,0.940640788413032,0.940640788413032,1,1,"control",FALSE,"7",-0.109,"wt",0,0
"33","Capture_1_1","FANCA",0,1,1,0.181,-0.721,-0.724,-0.737,-0.721,6,116,0.91,2.04,1.13539523672184,0.0240842492779292,1,0,"target",TRUE,"16",-0.786627426770064,"HemiDel",0,0
"34","Capture_1_1","FANCC",0,1,1,0.53,0.913,0.93,0.978,0.872,65,63,0.91,2.04,3.04212509113672,1.03320214289867,3,1,"target",TRUE,"9",1.02622143828094,"Unb.Gain",0,0
"35","Capture_1_1","FANCD2",0,0.998,0,0.999,-0.03,0.011,0.032,-0.019,28,22,0.91,2.04,1.03150190838824,1.03031478914122,1,1,"target",FALSE,"3",0.011,"wt",0,0
"36","Capture_1_1","FANCG",0,0.999,0,1,0.21,-0.021,-0.008,-0.066,28,28,0.91,2.04,1.00584435473808,1.00576025418283,1,1,"target",FALSE,"9",-0.021,"wt",1,0
"37","Capture_1_1","FBXW7",0,1,1,0.679,0.503,0.495,0.537,0.479,150,149,0.91,2.04,1.98770312056471,0.974056628604412,2,1,"target",TRUE,"4",0.566354499325,"Unb.Gain",1,0
"38","Capture_1_1","FCER1A",0,1,0,1,-0.344,-0.133,-0.138,-0.126,56,57,0.91,2.04,0.923877189714925,0.923877189714925,1,1,"control",TRUE,"1",-0.115182132598526,"NoImb_WTGrayZoneCN",0,0
"39","Capture_1_1","FOXA1",0,1,0,1,0.036,-0.05,-0.053,0,141,139,0.91,2.04,0.983825392438726,0.983825392438726,1,1,"target",FALSE,"14",-0.05,"wt",0,0
"40","Capture_1_1","FOXP1",0,1,0,1,0.046,0.044,0.217,-0.146,137,136,0.91,2.04,1.05664240029515,1.05664240029515,1,1,"target",FALSE,"3",0.044,"wt",0,0
"41","Capture_1_1","GNAS",0,1,0,1,-0.024,-0.032,-0.09,0.016,97,94,0.91,2.04,0.997982606468584,0.997982606468584,1,1,"target",FALSE,"20",-0.032,"wt",0,0
"42","Capture_1_1","GRHPR",0,1,0,1,0.055,-0.063,-0.063,-0.068,64,62,0.91,2.04,0.974774960743083,0.974774960743083,1,1,"control",FALSE,"9",-0.063,"wt",1,0
"43","Capture_1_1","HDAC2",0,0.999,0,1,-0.12,-0.101,-0.124,-0.092,31,31,0.91,2.04,0.947157608730433,0.946522965238041,1,1,"target",FALSE,"6",-0.101,"wt",0,0
"44","Capture_1_1","HDAC8",NA,NA,NA,NA,NA,0.206,NA,NA,NA,NA,0.91,2.04,NA,NA,NA,NA,"control",FALSE,"X",0.206,"wt",0,0
"45","Capture_1_1","HSD3B1",0,1,0,1,0.108,0.019,0.011,0.023,139,135,0.91,2.04,1.03751900531955,1.03751900531955,1,1,"target",FALSE,"1",0.019,"wt",0,0
"46","Capture_1_1","IDH1",0,NA,0,NA,0.012,0.012,0.142,0.027,0,NA,0.91,2.04,NA,NA,NA,NA,"target",FALSE,"2",0.012,"wt",0,0
"47","Capture_1_1","IDH2",0,1,1,0.2,-0.676,-0.699,-0.699,-0.684,1,119,0.91,2.04,1.14470556734475,0.0392933654610196,1,0,"target",TRUE,"15",-0.757405152265428,"HemiDel",0,0
"48","Capture_1_1","IL1RL2",0,1,0,1,-0.141,-0.029,-0.085,0.177,38,38,0.91,2.04,0.999754523883861,0.999754523883861,1,1,"control",FALSE,"2",-0.029,"wt",0,0
"49","Capture_1_1","KDM6A",NA,NA,NA,NA,NA,0.187,NA,NA,NA,NA,0.91,2.04,NA,NA,NA,NA,"target",FALSE,"X",0.187,"wt",0,0
"50","Capture_1_1","KMT2C",0,1,0,1,0.065,0.053,0.021,0.054,112,92,0.91,2.04,1.06413604197791,1.06413604197791,1,1,"target",FALSE,"7",0.053,"wt",1,0
"51","Capture_1_1","KMT2D",0,1,0,1,0.076,0.027,-0.033,0.011,83,83,0.91,2.04,1.04317235496293,1.04317235496293,1,1,"target",FALSE,"12",0.027,"wt",3,0
"52","Capture_1_1","KRAS",0,1,0,1,-0.103,-0.118,-0.146,-0.064,94,94,0.91,2.04,0.934088076293685,0.934088076293685,1,1,"target",FALSE,"12",-0.118,"wt",0,0
"53","Capture_1_1","L3MBTL1",0,NA,0,NA,0.079,0.024,-0.023,0,0,NA,0.91,2.04,NA,NA,NA,NA,"control",FALSE,"20",0.024,"wt",0,0
"54","Capture_1_1","LRRC17",0,1,0,1,-0.063,-0.01,-0.073,0.006,145,141,0.91,2.04,1.01448899708969,1.01448899708969,1,1,"control",FALSE,"7",-0.01,"wt",0,0
"55","Capture_1_1","MDM2",0,1,0,1,0.035,-0.032,-0.059,-0.017,119,114,0.91,2.04,0.99809701932612,0.99809701932612,1,1,"target",FALSE,"12",-0.032,"wt",0,0
"56","Capture_1_1","MDM4",0,1,1,0.71,0.417,0.473,0.421,0.587,70,68,0.91,2.04,1.90785758033758,1.0058645455545,2,1,"target",TRUE,"1",0.542873098448355,"Unb.Gain",0,0
"57","Capture_1_1","MED12",NA,NA,NA,NA,NA,0.503,NA,NA,NA,NA,0.91,2.04,NA,NA,NA,NA,"target",TRUE,"X",0.574887242211922,"Bal.Gain",0,0
"58","Capture_1_1","MESDC2",0,1,1,0.172,-0.987,-0.919,-0.974,-0.872,3,123,0.91,2.04,0.984723761773241,0.00309720856398877,1,0,"control",TRUE,"15",-1.01769631401009,"HemiDel",0,0
"59","Capture_1_1","MET",0,1,0,1,-0.016,-0.02,-0.075,0.017,127,126,0.91,2.04,1.00708212049676,1.00708212049676,1,1,"target",FALSE,"7",-0.02,"wt",0,0
"60","Capture_1_1","MIS18A",0,1,0,1,-0.074,-0.058,0.001,-0.073,69,68,0.91,2.04,0.978060110197039,0.978060110197039,1,1,"control",FALSE,"21",-0.058,"wt",0,0
"61","Capture_1_1","MLH1",0,1,0,1,0.036,-0.006,0.049,-0.05,110,107,0.91,2.04,1.01747252047976,1.01747252047976,1,1,"target",FALSE,"3",-0.006,"wt",0,0
"62","Capture_1_1","MSH2",0,1,0,1,-0.05,-0.053,-0.087,0.015,140,139,0.91,2.04,0.981574425443275,0.981574425443275,1,1,"target",FALSE,"2",-0.053,"wt",0,0
"63","Capture_1_1","MSH6",0,1,0,1,0.01,-0.053,0.176,0.138,98,97,0.91,2.04,0.981898715095944,0.981898715095944,1,1,"target",FALSE,"2",-0.053,"wt",0,0
"64","Capture_1_1","MTIF3",0,1,0,1,0.04,-0.067,-0.104,-0.072,154,151,0.91,2.04,0.971285345239731,0.971285345239731,1,1,"control",FALSE,"13",-0.067,"wt",0,0
"65","Capture_1_1","MYC",0,1,1,0.354,1.321,1.364,1.455,1.304,45,155,0.91,2.04,4.65159415080844,0.923793551378136,5,1,"target",TRUE,"8",1.47830796255442,"Unb.Gain",0,0
"66","Capture_1_1","MYCN",0,1,0,1,0.017,-0.047,-0.046,-0.081,58,54,0.91,2.04,0.986282506271205,0.98617473976558,1,1,"target",FALSE,"2",-0.047,"wt",0,0
"67","Capture_1_1","NCOA2",0,0.999,1,0.36,1.473,1.411,1.422,1.303,2,40,0.91,2.04,4.78857187017016,0.97507527725756,5,1,"target",TRUE,"8",1.52694848429126,"Unb.Gain",12,0
"68","Capture_1_1","NIT2",0,1,0,1,-0.091,-0.048,-0.045,-0.047,83,81,0.91,2.04,0.98564916854347,0.98564916854347,1,1,"control",FALSE,"3",-0.048,"wt",0,0
"69","Capture_1_1","NKX3-1",0,1,1,0.164,-0.842,-0.86,-0.868,-0.854,6,175,0.91,2.04,1.03505311025943,0.00235280602296759,1,0,"target",TRUE,"8",-0.947166466755509,"HemiDel",0,0
"70","Capture_1_1","OR3A3",0,1,1,0.176,-0.624,-0.966,-0.993,-0.927,0,97,0.91,2.04,0.947408080880032,0.00235809605416776,1,0,"control",TRUE,"17",-1.0742945933709,"HemiDel",0,0
"71","Capture_1_1","PALB2",0,1,1,0.701,0.411,0.492,0.465,0.536,49,49,0.91,2.04,1.94945395937824,1.00576017434924,2,1,"target",TRUE,"16",0.56315390691582,"Unb.Gain",0,0
"72","Capture_1_1","PIK3CA",0,1,0,1,-0.026,-0.117,-0.131,-0.163,103,100,0.91,2.04,0.935262439028874,0.935262439028874,1,1,"target",FALSE,"3",-0.117,"wt",0,0
"73","Capture_1_1","PIK3CB",0,NA,0,NA,0.012,-0.048,-0.048,-0.048,9,NA,0.91,2.04,NA,NA,NA,NA,"target",FALSE,"3",-0.048,"wt",0,0
"74","Capture_1_1","PIK3R1",0,1,0,1,-0.017,-0.054,-0.055,-0.09,142,140,0.91,2.04,0.980967641325347,0.980967641325347,1,1,"target",FALSE,"5",-0.054,"wt",0,0
"75","Capture_1_1","PTEN",0,1,1,0.77,-3.154,-1.591,-3.273,-0.904,113,155,0.91,2.04,0.358578685779934,0.187735323131206,0,0,"target",TRUE,"10",-1.87215564948077,"HemiDel",0,0
"76","Capture_1_1","PXDNL",0,1,1,0.359,1.268,1.268,1.663,1.37,19,54,0.91,2.04,4.33295223646218,0.871264832161012,4,1,"control",TRUE,"8",1.37878005035907,"Unb.Gain",2,0
"77","Capture_1_1","RAD51B",0,1,0,1,0.033,0.032,-0.011,-0.165,107,104,0.91,2.04,1.04717263544708,1.04717263544708,1,1,"target",FALSE,"14",0.032,"wt",0,0
"78","Capture_1_1","RAD51C",0,NA,0,NA,-0.083,-0.067,-0.253,0.012,2,NA,0.91,2.04,NA,NA,NA,NA,"target",FALSE,"17",-0.067,"wt",0,0
"79","Capture_1_1","RB1",0,1,0,1,0.084,-0.063,-0.078,-0.068,64,64,0.91,2.04,0.974068537879101,0.974068537879101,1,1,"target",FALSE,"13",-0.063,"wt",0,0
"80","Capture_1_1","RNF125",0,1,0,1,0.022,-0.059,-0.096,-0.073,83,82,0.91,2.04,0.977600754013589,0.977600754013589,1,1,"control",FALSE,"18",-0.059,"wt",0,0
"81","Capture_1_1","RNF43",0,1,0,0.999,NA,-0.009,NA,NA,49,49,0.91,2.04,1.01665560297308,1.01424002451217,1,1,"target",FALSE,"17",-0.009,"wt",0,0
"82","Capture_1_1","RSF1",0,0.998,0,1,-0.006,-0.021,-0.021,-0.056,16,15,0.91,2.04,1.00663534755891,1.00563622424605,1,1,"control",FALSE,"11",-0.021,"wt",0,0
"83","Capture_1_1","RYBP",0,1,0,1,0.065,0.007,0.007,0.007,91,88,0.91,2.04,1.02784110868137,1.02776905167327,1,1,"target",FALSE,"3",0.007,"wt",0,0
"84","Capture_1_1","SMARCA1",NA,NA,NA,NA,NA,0.156,NA,NA,NA,NA,0.91,2.04,NA,NA,NA,NA,"target",FALSE,"X",0.156,"wt",3,0
"85","Capture_1_1","SPDYA",0,1,0,1,-0.059,0.017,-0.023,0.089,85,84,0.91,2.04,1.03561340354939,1.03561340354939,1,1,"control",FALSE,"2",0.017,"wt",0,0
"86","Capture_1_1","SPOP",0,1,0,1,0.008,-0.027,0.003,-0.047,63,62,0.91,2.04,1.00158260610677,1.00158260610677,1,1,"target",FALSE,"17",-0.027,"wt",0,0
"87","Capture_1_1","TEX11",NA,NA,NA,NA,NA,0.156,NA,NA,NA,NA,0.91,2.04,NA,NA,NA,NA,"control",FALSE,"X",0.156,"wt",0,0
"88","Capture_1_1","TK2",0,1,1,0.167,-0.65,-0.866,-0.825,-0.918,0,91,0.91,2.04,1.02840820263052,0.00394367404291369,1,0,"control",TRUE,"16",-0.954313441653627,"HemiDel",0,0
"89","Capture_1_1","TOP3B",0,1,1,0.18,-0.63,-0.833,-0.932,-0.705,0,77,0.91,2.04,1.04636776161716,0.0146679212383512,1,0,"control",TRUE,"22",-0.915074726709593,"HemiDel",0,0
"90","Capture_1_1","TP53",0,1,1,0.208,-2.884,-0.78,-0.774,-0.769,13,115,0.91,2.04,1.07144339768667,0.0368923131412378,1,0,"target",TRUE,"17",-0.852402367746426,"HemiDel",0,0
"91","Capture_1_1","UGT2B17",0,NA,0,NA,-0.118,-0.175,-0.097,-0.313,11,NA,0.91,2.04,NA,NA,NA,NA,"other",FALSE,"4",-0.175,"wt",0,0
"92","Capture_1_1","ZBTB16",0,1,0,1,0.152,0.08,-0.025,-0.009,99,97,0.91,2.04,1.08602101857442,1.08595769698109,1,1,"target",FALSE,"11",0.08,"wt",0,0
"93","Capture_1_1","ZBTB9",0,1,0,1,0.199,0.03,0.007,0.209,54,52,0.91,2.04,1.04597008905698,1.04594120754355,1,1,"other",FALSE,"6",0.03,"wt",0,0
"94","Capture_1_1","ZFHX3",0,1,1,0.193,-0.754,-0.787,-0.821,-0.752,2,118,0.91,2.04,1.07540864192114,0.0265659583292119,1,0,"target",TRUE,"16",-0.860655914490262,"HemiDel",0,0
"95","Capture_1_2","AKT1",0,1,1,0.71,-0.129,-0.167,-0.173,-0.17,149,148,0.83,3.37,2.12889210321049,1.07895418161204,2,1,"target",TRUE,"14",0.681129541731219,"Unb.Gain",0,0
"96","Capture_1_2","APC",0,1,1,0.701,-0.222,-0.231,-0.24,-0.212,61,61,0.83,3.37,2.04246134129098,1.00847066962099,2,1,"target",TRUE,"5",0.608745754947521,"Unb.Gain",0,0
"97","Capture_1_2","AR",NA,NA,NA,NA,NA,2.972,NA,NA,NA,NA,0.83,3.37,NA,NA,NA,NA,"target",TRUE,"X",3.97489426053297,"Bal.Gain",4,0
"98","Capture_1_2","ARID1A",0,1,1,0.722,-0.176,-0.176,-0.151,-0.2,24,22,0.83,3.37,2.09168764216012,1.09375314729782,2,1,"target",TRUE,"1",0.670975817814041,"Unb.Gain",0,0
"99","Capture_1_2","ASXL1",0,1,1,0.701,-0.142,-0.189,-0.205,-0.192,156,153,0.83,3.37,2.10934904807398,1.04291170731902,2,1,"target",TRUE,"20",0.656294919374876,"Unb.Gain",0,0
"100","Capture_1_2","ATG14",0,NA,0,NA,-0.14,-0.194,-0.223,-0.156,4,NA,0.83,3.37,NA,NA,NA,NA,"control",TRUE,"14",0.650643850159598,"Bal.Gain",0,0
"101","Capture_1_2","ATM",0,1,1,0.698,-0.231,-0.248,-0.269,-0.239,237,234,0.83,3.37,2.02157037887815,0.989063959511463,2,1,"target",TRUE,"11",0.589447087085127,"Unb.Gain",0,0
"102","Capture_1_2","ATR",0,1,0,1,0.151,0.138,0.137,0.131,144,142,0.83,3.37,2.03022124024488,2.03022124024488,2,2,"target",FALSE,"3",0.138,"wt",2,0
"103","Capture_1_2","ATXN7",0,1,1,0.701,-0.215,-0.249,-0.284,-0.236,101,99,0.83,3.37,2.01374407331527,0.993294286930896,2,1,"control",TRUE,"3",0.588310911078284,"Unb.Gain",0,0
"104","Capture_1_2","AURKA",0,1,0,1,-0.782,-0.761,-0.754,-0.771,114,101,0.83,3.37,0.993388801921722,0.993388801921722,1,1,"target",TRUE,"20",-0.00994729479217749,"NoImb_WTGrayZoneCN",0,0
"105","Capture_1_2","BRAF",0,1,1,0.658,0.183,-0.097,-0.167,-0.225,139,137,0.83,3.37,2.34275161805803,1.04496594874662,2,1,"target",TRUE,"7",0.759831651155559,"Unb.Gain",0,0
"106","Capture_1_2","BRCA1",0,NA,0,NA,0.12,0.134,0.123,0.092,3,NA,0.83,3.37,NA,NA,NA,NA,"target",FALSE,"17",0.134,"wt",0,0
"107","Capture_1_2","BRCA2",0,1,0,1,-0.738,-0.734,-0.74,-0.73,212,211,0.83,3.37,1.01555752934262,1.01555752934262,1,1,"target",TRUE,"13",0.0225587843468845,"NoImb_WTGrayZoneCN",0,0
"108","Capture_1_2","BRIP1",0,0.997,0,0.996,0.127,0.097,-0.116,0.015,10,10,0.83,3.37,1.97429353123148,1.95840590278748,2,2,"target",FALSE,"17",0.097,"wt",0,0
"109","Capture_1_2","C9orf47",0,1,1,0.282,1.039,0.972,1.121,0.987,0,183,0.83,3.37,6.63947107608888,0.91907855109547,7,1,"control",TRUE,"9",1.91738585246714,"Unb.Gain",0,0
"110","Capture_1_2","CCND1",0,1,1,0.84,0.492,0.444,0.393,0.459,75,72,0.83,3.37,2.999640128458,2.11618562492887,3,2,"target",TRUE,"11",1.35439430118607,"Unb.Gain",0,0
"111","Capture_1_2","CDK12",0,NA,0,NA,0.142,0.146,0.149,0.172,10,NA,0.83,3.37,NA,NA,NA,NA,"target",FALSE,"17",0.146,"wt",0,0
"112","Capture_1_2","CDK4",0,1,0,1,0.392,0.194,0.214,0.182,83,84,0.83,3.37,2.11847285366088,2.11758888166892,2,2,"target",TRUE,"12",1.0823608940963,"Bal.Gain",0,0
"113","Capture_1_2","CDK6",0,1,1,0.709,-0.175,-0.211,-0.241,-0.254,50,50,0.83,3.37,2.05985856809023,1.03979351419578,2,1,"target",TRUE,"7",0.63141103006443,"Unb.Gain",0,0
"114","Capture_1_2","CDKN1B",0,1,0,1,-0.01,0.141,0.121,0.179,121,115,0.83,3.37,2.03380936566105,2.03380936566105,2,2,"target",TRUE,"12",1.02412955976994,"Bal.Gain",0,0
"115","Capture_1_2","CDKN2A",0,1,1,0.706,-0.249,-0.248,-0.269,-0.236,144,137,0.83,3.37,2.00650177244512,1.00234087428437,2,1,"target",TRUE,"9",0.589447087085127,"Unb.Gain",0,0
"116","Capture_1_2","CHD1",0,1,0,1,-0.747,-0.806,-0.81,-0.826,106,105,0.83,3.37,0.956641779323651,0.956641779323651,1,1,"target",TRUE,"5",-0.0644051208862487,"NoImb_WTGrayZoneCN",0,0
"117","Capture_1_2","CHEK2",0,NA,0,NA,-0.151,-0.223,-0.28,-0.124,0,NA,0.83,3.37,NA,NA,NA,NA,"target",TRUE,"22",0.617816892605835,"Bal.Gain",0,0
"118","Capture_1_2","CST7",0,1,1,0.702,-0.185,-0.193,-0.129,-0.244,155,153,0.83,3.37,2.10077389956441,1.04132539527728,2,1,"control",TRUE,"20",0.651774268111975,"Unb.Gain",0,0
"119","Capture_1_2","CTNNB1",0,1,1,0.697,-0.188,-0.225,-0.215,-0.252,85,85,0.83,3.37,2.05872505520792,1.00552580519408,2,1,"target",TRUE,"3",0.615549739219869,"Unb.Gain",0,0
"120","Capture_1_2","CYLD",0,1,0,1,0.16,0.167,0.12,0.18,57,55,0.83,3.37,2.07518176245703,2.07502082563648,2,2,"target",TRUE,"16",1.05272226204196,"Bal.Gain",0,0
"121","Capture_1_2","DRD1",0,1,1,0.714,-0.2,-0.229,-0.229,-0.256,66,65,0.83,3.37,2.02440583065596,1.03192015480648,2,1,"control",TRUE,"5",0.611014171130509,"Unb.Gain",0,0
"122","Capture_1_2","ENPEP",0,1,1,0.697,-0.287,-0.258,-0.291,-0.25,58,54,0.83,3.37,2.00660627808938,0.979151500433235,2,1,"control",TRUE,"4",0.578080487540068,"Unb.Gain",0,0
"123","Capture_1_2","ERCC2",0,1,0,1,0.25,0.15,0.104,0.17,72,70,0.83,3.37,2.04929201310929,2.04731991890627,2,2,"target",FALSE,"19",0.15,"wt",0,0
"124","Capture_1_2","ERCC3",0,1,1,0.167,-0.726,-0.717,-0.688,-0.732,0,57,0.83,3.37,2.05916559170969,0.0013997986017348,2,0,"target",TRUE,"2",0.0429625544399722,"CNNL",0,0
"125","Capture_1_2","ERG_TMPRSS2",0,1,0,1,0.172,0.172,NA,NA,357,340,0.83,3.37,2.08304575512503,2.08304575512503,2,2,"target",TRUE,"21",1.05821499695051,"Bal.Gain",0,0
"126","Capture_1_2","FAM183B",0,1,0,1,0.38,0.154,0.126,0.163,65,64,0.83,3.37,2.05455775589392,2.05446548047691,2,2,"control",TRUE,"7",1.03843233393285,"Bal.Gain",0,0
"127","Capture_1_2","FANCA",0,1,1,0.144,-0.662,-0.677,-0.685,-0.679,5,116,0.83,3.37,2.15196467767273,-0.0219175891158678,2,0,"target",TRUE,"16",0.0907844725588996,"CNNL",0,0
"128","Capture_1_2","FANCC",0,1,1,0.26,1.123,1.113,1.142,1.077,1,63,0.83,3.37,7.43678310465588,0.937298885003276,7,1,"target",TRUE,"9",2.06565118514032,"Unb.Gain",0,0
"129","Capture_1_2","FANCD2",0,0.998,0,0.993,0.227,0.152,0.139,0.147,29,22,0.83,3.37,2.06606687913036,2.03606312133808,2,2,"target",TRUE,"3",1.03623274674964,"Bal.Gain",0,0
"130","Capture_1_2","FANCG",0,1,1,0.697,-0.048,-0.228,-0.244,-0.217,29,28,0.83,3.37,2.05445317525763,1.00361208436772,2,1,"target",TRUE,"9",0.612148221048533,"Unb.Gain",0,0
"131","Capture_1_2","FBXW7",0,1,1,0.545,0.198,0.199,0.176,0.203,148,149,0.83,3.37,3.18528636032588,1.06586303707132,3,1,"target",TRUE,"4",1.0878436112391,"Unb.Gain",0,0
"132","Capture_1_2","FCER1A",0,1,0,1,0.004,0.112,0.093,0.123,56,56,0.83,3.37,1.98969452635816,1.98969452635816,2,2,"control",TRUE,"1",0.992176367108372,"Bal.Gain",0,0
"133","Capture_1_2","FOXA1",0,1,0,1,0.105,0.082,0.061,0.109,141,139,0.83,3.37,1.94431085028635,1.94431085028635,2,2,"target",FALSE,"14",0.082,"wt",0,0
"134","Capture_1_2","FOXP1",0,1,1,0.708,-0.19,-0.197,0.02,-0.237,138,136,0.83,3.37,2.08405551202515,1.04888272391232,2,1,"target",TRUE,"3",0.647251982545954,"Unb.Gain",0,0
